id,chi_m,elevation_m,area_m2
39,8.844633714042903,302.0,1419805.4935535875
39,8.798025405899088,302.0,1422797.70744938
39,9.68646583942717,293.0,1135545.1734532907
39,8.732183664149757,302.0,1425789.9213451727
39,9.093078436915,284.0,1416813.2796577942
39,9.139786542270885,284.0,1413073.0122880535
39,9.187061903292454,285.0,1375670.3385906462
39,9.6135916487769,292.0,1137041.280401187
39,8.666404138353963,300.0,1439254.8838762394
39,9.02711169223854,282.0,1434766.5630325498
39,9.25400764112495,285.0,1371182.0177469573
39,9.301399142201358,284.0,1368189.8038511646
39,9.348919465506139,286.0,1359961.215637735
39,9.396569746229705,286.0,1351732.6274243055
39,9.444519697189902,287.0,1333031.2905756019
39,9.492615664347019,289.0,1324054.648888224
39,9.540760622942281,290.0,1321062.4349924314
39,8.60090225893573,299.0,1446735.418615721
39,8.961517683948287,283.0,1442995.1512459794
39,8.554686379581055,298.0,1456460.1137770468
39,8.896092260943842,281.0,1445987.365141772
39,8.508609617351778,297.0,1517800.498640795
39,8.830727796475022,279.0,1446735.41861572
39,8.463380333526816,297.0,1525281.0333802765
39,8.765378543067515,280.0,1495358.8944223495
39,8.418251004080638,296.0,1595598.0599314026
39,8.700994197702645,282.0,2195536.9460378173
39,8.374027744792933,297.0,1600834.4342490395
39,8.662687652573112,281.0,2200773.3203554545
39,8.329869639143928,297.0,1604574.7016187801
39,8.608580230717267,280.0,2202269.4273033505
39,8.285757882914085,296.0,1615047.4502540543
39,8.554489352944442,280.0,2203017.4807772986
39,8.241775075873285,296.0,1623276.0384674838
39,8.500406741103133,279.0,2770790.067503944
39,7.3996782412953825,239.0,1122080.2109222237
39,8.197892738504777,296.0,1627016.3058372245
39,8.465908679600812,280.0,2775278.3883476327
39,7.3478632337621,239.0,1125072.4248180164
39,8.154055825390138,296.0,1627764.3593111725
39,8.431435735679699,280.0,2793231.6717223884
39,7.296110284288231,238.0,1125820.4782919644
39,8.11022797895956,291.0,1645717.6426859281
39,8.397062676080536,280.0,2817917.4363626773
39,7.222953498397297,233.0,1134797.1199793422
39,8.06661593653968,290.0,1655442.337847254
39,8.362825447440262,280.0,2818665.4898366253
39,7.171400595996721,228.0,1494610.840948402
39,8.005111788725804,288.0,1668159.2469043725
39,8.328592307939445,280.0,2841107.0940550696
39,7.1070017516485295,224.0,1499847.215266039
39,7.961764748996921,290.0,1700325.5462841429
39,8.294481115614921,277.0,2847091.521846655
39,7.061529635812241,223.0,1505831.643057624
39,7.9009965597452805,288.0,1702569.7067059872
39,8.260402206882722,275.0,2849335.6822684994
39,6.997347178154485,218.0,1539494.0493852908
39,7.8580459715013244,282.0,1778871.1610486982
39,8.226335379141728,273.0,2895714.9976532846
39,6.93380009441763,216.0,1578392.8300305945
39,7.815934414443573,282.0,1784107.5353663352
39,8.192515176526026,272.0,2954811.222095188
39,6.889360557234182,212.0,1589613.6321398166
39,7.773878521383324,281.0,1811037.4604284687
39,8.159001047356671,272.0,2956307.3290430843
39,6.845062455955618,210.0,1602330.541196935
39,7.732105202913906,281.0,1815525.7812721576
39,8.111622862238011,272.0,2958551.489464929
39,6.800922908898869,210.0,1605322.7550927277
39,7.690378388250441,280.0,1821510.2090637428
39,8.064260852567418,272.0,2995206.109688388
39,6.7568204037569295,208.0,1607566.915514572
39,7.648713319986524,281.0,1827494.636855328
39,8.030950877989152,270.0,3001938.5909539214
39,6.712745614415454,200.0,1615047.4502540536
39,7.607109704669559,281.0,1842455.706334291
39,7.997674541261843,272.0,3013159.393063144
39,6.668762807374654,195.0,1622527.984993535
39,7.548497635111185,277.0,1846944.02717798
39,7.964454025224919,272.0,3518095.4879781445
39,6.624871366940792,192.0,1623276.0384674831
39,7.507091743423217,272.0,1847692.080651928
39,7.920643616870524,271.0,3520339.648399989
39,6.580989029572284,186.0,1687608.637227024
39,7.448554480391337,274.0,1877614.2196098538
39,7.876845778516793,272.0,3557742.3220973965
39,6.537867511724327,179.0,1700325.5462841424
39,7.4074543255979215,274.0,1901551.9307761947
39,7.846018314355667,272.0,3558490.3755713445
39,6.494891423144666,174.0,1785603.6423142315
39,7.366587807518358,276.0,1907536.35856778
39,7.815193766562191,269.0,3584672.24715953
39,6.435446817113536,174.0,1885842.8078232836
39,7.32577903320265,276.0,1931474.0697341207
39,7.771751399836318,267.0,3595893.0492687523
39,6.394427459796075,173.0,1900055.8238282984
39,7.285198633054111,273.0,1955411.7809004616
39,7.7283700874093,267.0,3598885.263164545
39,6.3535464645884145,175.0,1901551.9307761947
39,7.244842539537614,274.0,1963640.3691138912
39,7.685005009491515,268.0,3628059.3486485225
39,6.295761208023912,173.0,1935214.3371038612
39,7.204562633969817,276.0,1972617.010801269
39,7.654447859226934,266.0,3648256.7924451227
39,6.255216120777682,169.0,2061635.3742010982
39,7.16436531631654,274.0,1979349.4920668022
39,7.611347856101752,268.0,3659477.594554345
39,6.215809337426652,166.0,2072856.1763103204
39,7.1242295828215365,272.0,2036949.6095608098
39,7.5809090418488205,267.0,3663965.915398034
39,6.16022408207884,161.0,2113251.0639035203
39,7.084608604621722,276.0,2053406.7859876691
39,7.550487012508465,267.0,3671446.450137515
39,6.121253371132785,158.0,2127464.0799085354
39,7.045130838006305,270.0,2071360.0693624248
39,7.52009289187202,267.0,3678926.9848769964
39,6.082400034960026,158.0,2142425.1493874984
39,7.005807416171687,270.0,2072856.176310321
39,7.4897265976087,268.0,3684911.4126685816
39,6.043669029088122,158.0,2147661.5237051356
39,6.950222160823875,268.0,2087817.245789284
39,7.459382505441026,266.0,3689399.7335122703
39,6.004980546578899,152.0,2155142.058444617
39,6.911038527313495,268.0,2088565.299263232
39,7.429055030563587,265.0,3755976.4926936557
39,5.966352551626723,153.0,2158134.2723404095
39,6.87186120983898,264.0,2094549.7270548171
39,7.386515720484408,263.0,3757472.5996415517
39,5.927748666525722,157.0,2181323.9300328023
39,6.832734302836835,259.0,2096045.8340027134
39,7.356436733758894,260.0,3762708.973959189
39,5.873424676872292,153.0,2206009.694673091
39,6.793619965831475,255.0,2101282.2083203504
39,7.313931691881769,258.0,3774677.8295423593
39,5.835200073782085,151.0,2206757.748147039
39,6.715628370685517,249.0,2138684.8820177577
39,6.754549521565894,250.0,2119235.491695106
39,7.271487352263154,259.0,3800859.7011305443
39,5.796981302107186,144.0,2211994.1224646764
39,6.676866898605195,249.0,2139432.935491706
39,7.2415633627070015,259.0,3803103.861552389
39,5.758803270236081,140.0,2212742.1759386244
39,6.638111525944425,242.0,2140929.042439602
39,7.211647320425305,255.0,3804599.968500285
39,5.72063104692205,140.0,2308493.0206039874
39,6.599368342850668,236.0,2150653.7376009277
39,7.169353522929443,250.0,3911571.61527487
39,5.683179611532055,140.0,2319713.82271321
39,6.560704091970064,229.0,2152897.8980227723
39,7.139813675806613,248.0,3917556.043066455
39,5.645809806037829,137.0,2324202.1435568985
39,6.522057982753578,226.0,2238924.0475268094
39,7.098073056980879,250.0,3919052.150014351
39,5.593014844514605,144.0,2336919.052614017
39,5.559331164511311,137.0,11252968.408601996
39,5.577699300707625,140.0,11243243.71344067
39,5.596070187288297,140.0,11239503.446070928
39,5.61444547724551,142.0,11233519.018279344
39,5.632908996043361,144.0,11114578.515921589
39,6.468367412201893,222.0,2245656.5287923426
39,7.0563396094667565,247.0,3921296.3104361957
39,5.555769099061326,142.0,2345895.6943013947
39,5.533368722669245,140.0,11255960.622497788
39,5.659017993193541,139.0,11113082.408973692
39,6.414749335442033,214.0,2250144.8496360313
39,7.0146169114802435,242.0,3922044.3639101437
39,5.518587556124007,141.0,2352628.175566928
