id,chi_m,elevation_m,area_m2
15,6.354438454560785,215.0,1143025.708192772
15,6.281779267874541,213.0,1146765.9755625126
15,6.230469191331833,211.0,1171451.7402028015
15,6.179648526608237,211.0,1181176.4353641274
15,6.108054946026023,211.0,1183420.5957859717
15,6.036522491730854,208.0,1259722.0501286827
15,5.966973297556217,208.0,1296376.670352142
15,5.898316002618516,205.0,1298620.8307739864
15,5.829712124406267,204.0,1318070.2210966384
15,5.7615656511713205,205.0,1386143.0872259198
15,5.714451356537532,204.0,1389135.3011217124
15,5.647896356964712,202.0,1392127.515017505
15,5.600873310270283,199.0,1407836.637970416
15,5.55408710697167,199.0,1413821.0657620013
15,5.4880575733492485,198.0,1441499.0442980828
15,5.441766221828846,198.0,1463940.6485165271
15,5.376763705339885,198.0,1466184.8089383715
15,5.330824719846838,195.0,1469925.0763081121
15,5.265941425549617,193.0,1483390.0388391789
15,5.201323826043748,192.0,1502839.4291618308
15,5.155892474105116,192.0,1505831.6430576234
15,5.110501768548004,192.0,1507327.7500055197
15,5.046347985821707,190.0,1510319.9639013123
15,5.001018030742747,190.0,1511816.0708492086
15,4.95570826768152,190.0,1512564.1243231567
15,4.910408589767239,190.0,1513312.1777971047
15,4.865118989770318,187.0,1629260.4662590679
15,4.8031720298893505,184.0,1630008.519733016
15,4.759371347300128,181.0,1634496.8405767048
15,4.715624830054246,180.0,2060139.2672532017
15,4.676205171240342,180.0,2060887.3207271497
15,6.357832139112728,208.0,1399608.0497569875
15,4.6367919518520155,177.0,2063131.481148994
15,6.310922355693298,208.0,1400356.1032309355
15,4.597398030422782,173.0,2066123.6950447867
15,6.264023850321091,207.0,1404096.3706006762
15,4.541731341731346,169.0,2096793.8874766608
15,6.197788914629343,207.0,1411576.9053401577
15,4.502623284846869,169.0,2097541.940950609
15,6.151058538447278,207.0,1417561.333131743
15,5.933455070479796,227.0,3735779.048897051
15,5.963617968981583,228.0,3734282.9419491547
15,5.994048387049198,228.0,3661721.7549761846
15,6.024484401744326,227.0,3660225.6480282885
15,6.0550330502228205,227.0,3630303.5090703624
15,6.085595872582265,228.0,3626563.241700622
15,4.46352150483539,166.0,2100534.154846401
15,6.085107460970888,206.0,1436262.6699804466
15,5.65025480309335,222.0,4248195.678551532
15,5.680253296776309,222.0,3779914.203859991
15,5.710254462388684,222.0,3779166.150386043
15,5.7402904330156215,222.0,3769441.455224717
15,5.770337139082562,222.0,3766449.2413289244
15,5.800448518483047,223.0,3748495.957954169
15,5.830565307599325,225.0,3746999.8510062727
15,5.860687509564299,226.0,3745503.7440583766
15,5.890812419129419,226.0,3744755.6905844286
15,6.128940684865175,226.0,3602625.530534281
15,5.842040178256604,198.0,1174443.9540985946
15,4.424444799893747,164.0,2108014.6895858822
15,5.8814627062345135,202.0,1462444.5415686315
15,5.927465115826131,204.0,1461696.4880946835
15,5.973488729572068,206.0,1460200.3811467872
15,6.019544208684554,205.0,1457956.2207249429
15,5.553171288142106,221.0,4278865.870983406
15,5.581586634046984,221.0,4263904.801504443
15,5.610008712471321,221.0,4261660.641082599
15,6.172289547833786,226.0,3601877.477060333
15,5.791277820140213,198.0,1175192.0075725426
15,4.465170859527163,167.0,3277222.26936684
15,4.433182743083306,166.0,3283954.750632373
15,4.401224153971566,164.0,3286946.9645281658
15,4.369278659959548,165.0,5399449.974957736
15,4.343727593167956,165.0,5405434.402749321
15,4.318189259819698,164.0,5409922.723593011
15,4.292660463147145,163.0,5413662.990962751
15,4.267139604944917,164.0,5423387.686124077
15,4.241639349598914,164.0,5428624.060441714
15,4.2161501659247165,161.0,5436104.595181195
15,4.190676772089935,164.0,6286641.395060241
15,5.8164302737276,202.0,1567172.0279213723
15,5.427988084507424,219.0,4288590.566144732
15,5.456338613198952,220.0,4285598.35224894
15,5.484691369042273,220.0,4284850.298774991
15,5.513055269107257,221.0,4281110.031405251
15,6.215642462708112,228.0,3601129.423586385
15,6.246307966490496,229.0,3599633.316638489
15,6.276976338426695,229.0,3598885.2631645408
15,6.307656191628263,230.0,3595893.049268748
15,6.338367689867385,229.0,3587664.4610553184
15,6.369271293068204,229.0,3538292.9317747406
15,5.740530005028973,196.0,1179680.3284162316
15,4.607279211779768,170.0,3194188.3337585954
15,4.574919541454507,169.0,3218126.0449249363
15,4.542668410441667,170.0,3218874.0983988843
15,4.510420652409673,167.0,3274230.0554710473
15,4.156938151532188,164.0,6288137.502008137
15,5.771847835148421,203.0,1573156.4557129575
15,5.387913025742008,219.0,4516746.875698918
15,6.413018967375655,230.0,3529316.2900873628
15,5.668895579954094,196.0,2069115.908940581
15,4.6534070657219315,171.0,3137336.269738536
15,4.123203143482828,158.0,6298610.250643412
15,4.099363146778437,157.0,6313571.320122374
15,5.727341794576522,203.0,1574652.5626608538
15,5.239988010536589,219.0,4920695.751630918
15,5.266691446822921,218.0,4895261.933516681
15,5.29340406954489,216.0,4891521.666146941
15,5.321079897817271,216.0,4521235.196542607
15,5.348761910043803,219.0,4518991.036120762
15,6.460478297613326,233.0,2945086.526933858
15,5.613265131290719,196.0,2073604.2297842698
15,5.573960866176126,194.0,2075100.3367321661
15,5.534669355515309,192.0,2085573.0853674402
15,5.4954667541925675,193.0,2086321.1388413883
15,4.686163199769857,175.0,3108910.2377285063
15,4.065689361313523,157.0,6321051.8548618555
15,5.664437166838797,202.0,1579140.8835045428
15,5.202317300979735,218.0,4925184.072474607
15,6.507953910683981,233.0,2942842.3665120136
15,5.440043220732271,190.0,2089313.3527371807
15,5.400872216014299,187.0,2114747.170851418
15,5.36191391414713,186.0,2171599.2348714774
15,4.732490407001228,176.0,3107414.1307806103
15,4.0320335144734525,154.0,6424283.2342667
15,5.5131198364501595,198.0,1597094.1668792982
15,5.557352428711788,201.0,1594850.0064574538
15,5.601613058022199,201.0,1592605.8460356095
15,5.164662043491128,218.0,4925932.125948556
15,6.555467587146711,233.0,2937605.992194377
15,6.589096892920023,232.0,2932369.6178767397
15,6.622799807104514,234.0,2918156.6018717247
15,5.307480587641376,185.0,2177583.6626630626
15,5.269032243586555,183.0,2180575.876558855
