id,chi_m,elevation_m,area_m2
38,8.50194575021838,233.0,21294838.242881943
38,8.515726202239723,234.0,21292594.082460098
38,8.529508179561969,234.0,21287357.70814246
38,8.543293645330108,235.0,21275388.85255929
38,8.557084130727628,234.0,21258183.622658484
38,8.570875708128481,234.0,21254443.355288744
38,8.454942517536283,233.0,21520750.392014284
38,8.468684365174607,233.0,21425747.60082287
38,8.482461115157133,235.0,21305310.991517216
38,8.590410758017075,233.0,21172905.526628397
38,8.271215790870508,217.0,21650163.643007312
38,8.28489675991922,220.0,21638194.787424143
38,8.298581561709044,223.0,21624729.824893076
38,8.312267641848313,226.0,21620241.504049387
38,8.325958199242724,229.0,21604532.381096475
38,8.3396489699575,229.0,21603784.327622525
38,8.353340807434781,231.0,21600044.060252786
38,8.36703435228931,231.0,21594059.6324612
38,8.380729818763527,231.0,21587327.151195668
38,8.394427207726615,230.0,21580594.669930134
38,8.408126520048418,231.0,21573862.1886646
38,8.421836319278757,233.0,21537207.56844114
38,8.435550191827035,236.0,21522994.55243613
38,8.609947050369383,233.0,21169913.312732603
38,8.251875713861763,214.0,21651659.749955207
38,8.629484274736598,234.0,21167669.15231076
38,8.232536238234998,214.0,21706267.653553423
38,8.649127116426062,236.0,20915575.131590232
38,8.218874593018127,214.0,21730205.364719763
38,8.668820113851153,239.0,20797382.682706427
38,8.205219722124676,215.0,21761623.610625587
38,8.682748396295263,239.0,20793642.415336687
38,8.191573726127267,218.0,21766859.984943226
38,8.696678031843978,241.0,20789154.094492998
38,8.172280376750166,219.0,21774340.51968271
38,8.716376131375718,242.0,20785413.82712326
38,8.158637967692453,219.0,21778828.8405264
38,8.730313442526201,243.0,20763720.276378762
38,8.144996823888302,216.0,21796782.123901155
38,8.74425097963604,243.0,20762972.222904813
38,8.125715397480691,214.0,21799026.284323
38,8.758197564811038,244.0,20733050.083946887
38,7.423510760313946,159.0,24246657.251081347
38,7.436529459693014,159.0,24160631.10157731
38,7.449551425345287,160.0,24147166.139046244
38,7.462600895797691,160.0,24034210.064480074
38,7.538940390240582,165.0,23712547.070682365
38,7.552072206528982,168.0,23700578.215099197
38,7.565206634847676,170.0,23690105.466463923
38,8.079170058660237,204.0,21829696.476754874
38,8.092801935476981,206.0,21811743.193380117
38,8.106434864339015,208.0,21808002.926010378
38,8.772153217005503,245.0,20703127.944988962
38,7.353155132880072,156.0,24276579.390039273
38,7.366147616538709,158.0,24269098.85529979
38,7.379140640869567,157.0,24266854.694877945
38,7.392134205945153,158.0,24264610.5344561
38,7.405131738699089,160.0,24248153.358029243
38,7.481066301621408,160.0,23995311.28383477
38,7.494126936498371,162.0,23988578.802569237
38,7.507251485232911,166.0,23729752.300583176
38,7.520376220153123,164.0,23729004.247109227
38,7.583780036139413,170.0,23686365.199094184
38,7.596919319816398,171.0,23670656.07614127
38,7.610061781279568,176.0,23657939.167084154
38,7.913146180210697,192.0,22117697.064224914
38,7.926693081757675,193.0,22116949.010750964
38,7.9402403956975816,194.0,22115452.90380307
38,7.953788947059032,195.0,22110964.58295938
38,7.9673401807503925,198.0,22101239.887798052
38,8.046339739989294,202.0,22073561.90926197
38,8.059901720137761,203.0,22062341.10715275
38,8.786109323049695,247.0,20701631.838041067
38,10.907031776513815,311.0,1000147.4946686755
38,7.3347863086150245,156.0,24284807.9782527
38,7.628649983314111,177.0,23644474.204553086
38,7.64179955702844,176.0,23629513.135074124
38,7.654949318074793,179.0,23628765.081600174
38,7.668099453810995,180.0,23627268.97465228
38,7.681251088650684,181.0,23621284.546860695
38,7.893991152963625,192.0,22122185.385068603
38,7.986503668477161,201.0,22096003.513480414
38,8.000057379684755,202.0,22092263.246110674
38,8.01361191705549,203.0,22089271.03221488
38,8.027167487358378,204.0,22085530.76484514
38,8.805852569840708,247.0,20679938.28729657
38,10.829872720023932,307.0,1003887.7620384162
38,7.303433924324325,154.0,24299020.99425772
38,7.316420285426679,155.0,24294532.67341403
38,7.699869804618552,180.0,23558448.05504905
38,7.821892301008456,194.0,23348993.082343567
38,7.835113495629677,192.0,23346000.868447773
38,7.848347482731752,190.0,23295881.285693247
38,7.861585296221658,189.0,23280920.216214284
38,7.874837874658474,190.0,23223320.09872028
38,8.825598066682241,251.0,20674701.912978932
38,10.775396370198695,303.0,1006131.9224602607
38,7.285072736119343,151.0,24411977.06882389
38,7.713039283513666,180.0,23550219.46683562
38,7.726217808072247,182.0,23514312.900086112
38,7.763541886582299,186.0,23361709.99140069
38,7.776759270267691,185.0,23360961.93792674
38,7.78997855897849,189.0,23353481.403187256
38,7.803198609947216,192.0,23350489.189291462
38,7.927238526016993,195.0,1094402.2323861422
38,8.839563259720238,252.0,20671709.69908314
38,9.21153720305691,260.0,1576148.669608749
38,9.256196463833653,261.0,1561187.600129786
38,9.300874996906508,261.0,1559691.4931818896
38,9.345845869077248,263.0,1537249.888963445
38,10.666770188125934,299.0,1034557.9544702903
38,10.720974732815382,300.0,1015108.5641476385
38,7.266749828054796,153.0,24557847.49624378
38,7.744852775352957,185.0,23512816.793138217
38,8.001378673309508,202.0,1092906.125438246
38,8.853530044943174,253.0,20666473.3247655
38,9.148659451897483,261.0,1579888.9369784896
38,9.409504428173372,265.0,1533509.6215937044
38,9.45453451153271,265.0,1532761.5681197564
38,10.613026600873122,299.0,1035306.0079442385
38,7.2538263119627695,153.0,24563083.870561417
38,8.07570223529807,206.0,1086921.6976466607
38,8.868010055538818,253.0,19073867.478729893
38,8.916127807588763,252.0,1591857.7925616594
38,9.085848730642896,259.0,1584377.2578221783
38,9.519108168427687,267.0,1485634.1992610232
38,10.537057882256343,296.0,1106371.0879693127
38,7.235554213345687,149.0,24564579.977509312
38,8.128330113236354,206.0,1083929.4837508681
38,8.882495691745904,253.0,19057410.302303035
38,8.978791869742574,251.0,1588117.5251919187
38,9.02311814218205,254.0,1587369.4717179707
38,9.584185558264442,268.0,1460200.381146786
38,9.63068378228749,271.0,1427286.0282930676
38,10.484913088519558,296.0,1110111.3553390533
38,7.217282615525371,148.0,24649110.020065453
38,8.18164216996821,208.0,1053259.291318994
38,8.903020853387732,250.0,18969888.0458511
38,9.696463308083283,274.0,1425789.9213451713
38,10.4328474286667,295.0,1113103.569234846
38,7.186140977397456,152.0,24667811.35691416
38,7.199039241082759,153.0,24664819.143018365
38,8.235246444619264,213.0,1040542.3822618756
38,8.923546379262644,251.0,18969139.99237715
