id,distance_km,elevation_m,drainage_area_m2,x_coord,y_coord,chi,slope
3319,12.54740047,202,400956.662,248547.4289,6229330.217,28.966861680077677,-21.50722642806843
3320,12.54915091,266,146618.4809,252814.1172,6228728.504,28.975536424560357,-4.09279177512411
3321,12.55106545,217,445091.817,249723.5033,6229275.516,28.98504136856561,-0.4532516271733976
3322,12.55576975,269,206462.7588,254619.2546,6230478.941,28.998471258526145,2.7195138717872402
3323,12.55768428,199,18117855.14,246796.9927,6230013.981,28.99922702433132,-1.4338202347881084
3324,12.5585595,273,153350.9622,254892.7603,6230041.332,29.001257175185994,-78.83732090218224
3325,12.5585595,268,1923245.482,253361.1286,6228673.803,29.001379155409676,487.47791115801346
3326,12.55872361,193,142878.2135,247617.5097,6229302.866,29.00596373739583,13.580285603841418
3327,12.56047404,242,13807571.02,254701.3063,6229111.412,29.00649961051683,-32.563427272121196
3328,12.56047404,250,252842.0742,254619.2546,6229029.361,29.01197074899446,17.60408414752448
3329,12.5634279,190,7174580.869,247453.4063,6229220.815,29.014331484123517,5.049080545022759
3331,12.56621766,221,252094.0207,246167.9296,6230834.498,29.019505570827906,-8.961344345034357
3330,12.56621766,215,1893323.343,246195.2802,6230643.044,29.020160713793764,-54.8433536710833
3332,12.56709288,269,627616.8646,254673.9557,6230451.59,29.02359292713506,-7.169075476027485
3333,12.56900742,235,285008.3736,252048.3014,6229767.826,29.02848903433855,-0.0
3334,12.56988264,269,347844.8654,253497.8814,6228728.504,29.030156649251825,35.600200130859534
3335,12.57004674,198,1958403.995,248191.8715,6229302.866,29.030277631752362,463.1322364413012
3336,12.57004674,193,187761.422,247644.8602,6229302.866,29.033984390906614,-40.56123031919654
3337,12.57179718,269,277527.8388,252978.2206,6228728.504,29.040493981331707,-3.5470862051075613
3338,12.57371172,206,114184378.4,251309.8361,6229384.918,29.04082405606359,-2.1507303521821624
3339,12.57458693,275,181028.9407,254947.4614,6229767.826,29.043061399655564,-6.735172997730182
3340,12.57475104,213,207210.8123,249039.7391,6229740.475,29.043393844394036,432.63664615273694
3341,12.57475104,204,361309.8279,248574.7795,6229330.217,29.043393844394036,inf
3342,12.57475104,191,160083.4434,247426.0557,6229220.815,29.056088185875737,-5.376816243722491
3343,12.58033055,234,391980.0203,252048.3014,6229631.073,29.065902937550486,-13.478487868587395
3344,12.58120577,278,108467.7537,254865.4097,6229576.372,29.07346519670838,-12.545882083039919
3345,12.58312031,269,205714.7053,254619.2546,6230506.291,29.081247265084084,20.8927470828528
3346,12.58503485,198,18112618.76,246796.9927,6229986.631,29.08200313191264,-1.7922688690068713
3347,12.58591007,274,128665.1975,254920.1108,6230041.332,29.084612058135917,3.848670284417247
3348,12.58607417,194,142130.1601,247617.5097,6229275.516,29.089207482668233,3.65623073949924
3349,12.58782461,267,144374.3205,252786.7667,6228701.154,29.09794264810148,-6.275614055193416
3350,12.58973915,217,441351.5496,249696.1527,6229248.165,29.102200659474196,25.390505982006456
3351,12.59077847,192,7169344.494,247453.4063,6229193.464,29.103775000062708,-2.8727527238908954
3352,12.59356823,228,229652.4165,246140.5791,6230834.498,29.110863586745953,-21.555370015653644
3353,12.59444345,271,623876.5973,254701.3063,6230451.59,29.114305044436474,-2.867630190410994
3354,12.59635799,236,265558.9833,252075.652,6229767.826,29.119359365684478,-0.0
3355,12.5972332,271,342608.4911,253525.232,6228728.504,29.12077328009417,-38.84781938048479
3356,12.5972332,270,1915016.893,253333.778,6228646.453,29.12089549589999,450.91706782116245
3357,12.59739731,197,1955411.781,248191.8715,6229275.516,29.122307959440704,12.53564824972359
3358,12.59914774,246,13789617.74,254728.6569,6229084.062,29.122844146403402,-30.84956267891577
3359,12.59914774,251,247605.6999,254591.904,6229002.01,29.122844146403402,-inf
3360,12.59914774,270,263314.8228,252978.2206,6228701.154,29.126326080607853,24.548977822328716
3361,12.60106228,204,113667473.4,251309.8361,6229357.568,29.126656831142107,-1.433815095204562
3362,12.6019375,274,168312.0316,254974.812,6229767.826,29.128968722736765,-9.621675711043117
3363,12.6021016,214,204966.6519,249039.7391,6229713.125,29.12930278017183,426.56916514330374
3364,12.6021016,204,360561.7744,248602.13,6229330.217,29.13370727384309,-0.0
3365,12.60489136,214,1879858.38,246167.9296,6230615.694,29.138677722332968,1.5108387572442434
3366,12.60872044,194,183273.1011,247672.2108,6229275.516,29.150622344459286,-10.215932553339167
3367,12.61047088,271,201974.438,254619.2546,6230533.642,29.15813266078883,-3.2742334201009125
3368,12.61238542,206,494463.3463,251337.1867,6229357.568,29.161953656064316,-1.433815095204562
3369,12.61326064,275,123428.8232,254947.4614,6230041.332,29.16461182038412,11.546010853271948
3370,12.61342474,194,141382.1066,247617.5097,6229248.165,29.16500664214728,505.789152961238
3371,12.61342474,192,159335.39,247398.7051,6229193.464,29.173362670730633,-6.275631178424316
3372,12.61708971,217,438359.3357,249696.1527,6229220.815,29.181430235254965,-7.885997157454512
3373,12.61900425,236,381507.2717,252075.652,6229603.723,29.188671071816117,-11.691431243757153
3374,12.62179401,272,620884.3834,254728.6569,6230451.59,29.19448688144874,7.652573177731954
3376,12.62370855,200,18059506.97,246769.6421,6229959.28,29.195006299212714,17.75883502042488
3375,12.62370855,238,261818.7159,252103.0025,6229767.826,29.196602130325104,-83.40760037477251
