Column1,Column2
0.13888281636424674,0.8611171836357534
0.2981404181137419,0.7018595818862581
0.46980941546723687,0.530190584532763
0.14675394650600462,0.8532460534939954
0.352863831159351,0.6471361688406492
0.2670435072341109,0.732956492765889
0.24909445539522931,0.7509055446047707
0.22437886672947635,0.7756211332705236
0.32971715505830335,0.6702828449416967
0.3501449277652733,0.6498550722347266
0.09966874982263087,0.9003312501773693
0.2313425843712959,0.768657415628704
0.3822297005815955,0.6177702994184046
0.3669465890150143,0.6330534109849857
2.7755575615628914e-17,1.0
0.18290617564676584,0.8170938243532342
0.2863725939759971,0.713627406024003
0.29383605127211676,0.7061639487278831
0.15962305681234984,0.8403769431876501
0.2713629515894843,0.7286370484105157
0.27765443987301586,0.7223455601269839
0.3157906959165548,0.6842093040834453
0.1458633358707309,0.8541366641292691
0.31697939374360845,0.6830206062563917
0.21322313338802332,0.7867768666119767
0.27803766051104956,0.7219623394889505
0.23473063040093956,0.7652693695990603
0.3240799475766173,0.6759200524233827
0.20353761420981653,0.7964623857901835
0.2921323817319973,0.7078676182680027
0.44634998619145416,0.5536500138085456
0.3160636249235375,0.6839363750764627
0.2977298258696082,0.7022701741303916
0.3649975676544457,0.6350024323455543
0.21964296607461248,0.7803570339253876
0.2109240431485101,0.7890759568514898
0.3411581047545566,0.6588418952454433
0.09510344044536122,0.9048965595546389
0.2847730167070309,0.7152269832929691
0.42811229878124146,0.5718877012187585
0.36977200206491556,0.6302279979350843
0.28240749958031425,0.7175925004196859
0.3497239772082407,0.6502760227917592
0.2666660515291643,0.7333339484708358
0.20590973732472406,0.794090262675276
0.2603804976111794,0.7396195023888206
0.3138922256929894,0.6861077743070106
0.3446897156511591,0.655310284348841
0.3089850195685741,0.691014980431426
0.16566597490818893,0.834334025091811
0.18593765090246805,0.8140623490975321
0.2519898427693444,0.7480101572306557
0.24853070876021244,0.7514692912397876
0.3437384655276116,0.6562615344723884
0.25388149112144376,0.7461185088785561
0.4014314814140423,0.5985685185859578
0.29902882865930613,0.700971171340694
0.27435931307597905,0.7256406869240208
0.33343736787808365,0.6665626321219162
0.2503332740176839,0.7496667259823162
0.3142827268234997,0.6857172731765002
0.11095713493147573,0.8890428650685241
0.3219724416681241,0.6780275583318758
0.45944220099889016,0.5405577990011099
0.23585569751494054,0.7641443024850596
0.2750339889715803,0.72496601102842
0.16887364270664454,0.8311263572933555
0.3119138436049565,0.6880861563950436
0.3519999112789311,0.648000088721069
0.3198299939308063,0.6801700060691936
0.3781941363706801,0.6218058636293199
0.17332290593524047,0.8266770940647595
0.2855069767458299,0.7144930232541702
0.14965245029221189,0.8503475497077881
0.32967641501195183,0.6703235849880482
0.23009291657890452,0.7699070834210956
0.3965328015037401,0.6034671984962598
0.2728960849600162,0.7271039150399836
0.19544683941623997,0.8045531605837599
0.31852213751189573,0.6814778624881043
0.22670079386945216,0.7732992061305479
0.3790488351908382,0.6209511648091618
0.30629521053500847,0.6937047894649914
0.2469296296387405,0.7530703703612596
0.12369610588015882,0.8763038941198412
0.17689609787631605,0.8231039021236841
0.144666346633087,0.8553336533669129
0.1868660077887573,0.8131339922112427
0.1425458420099777,0.8574541579900223
0.29168341370957235,0.7083165862904277
0.33660392169642306,0.6633960783035768
0.209981980575909,0.7900180194240911
0.3282390021846686,0.6717609978153312
0.21183044635758988,0.7881695536424101
0.35791648546966964,0.6420835145303303
0.156910198007757,0.843089801992243
0.2863879413508486,0.7136120586491513
0.1108406067289791,0.8891593932710209
0.12403581037857699,0.8759641896214231
0.259887539213604,0.7401124607863959
0.3675909735035489,0.6324090264964513
