Column1,Column2,Column3
0.42571675026099715,0.5067123570964246,0.06757089264261229
0.17573150417337322,0.7412788170876985,0.08298967874101308
0.9615861205014229,8.034249267091508e-17,0.03841387949857705
0.9220394857282831,8.181648805122225e-16,0.07796051427171621
0.9243240038218683,5.9803243410885225e-15,0.07567599617812572
0.9275106800097495,5.655611311637511e-15,0.0724893199902453
0.9306117702578216,7.497326851704076e-16,0.06938822974217769
0.8531197464360637,0.06752539443099692,0.07935485913293937
0.9462090453104222,0.0,0.053790954689577994
0.9240745649254497,2.8303878928018876e-16,0.07592543507454994
0.9161566887482949,1.0924665025727827e-17,0.0838433112517052
0.8354910831407741,0.11613560649072156,0.04837331036850429
0.7981257294685381,0.10809665645822263,0.09377761407323917
0.9306304398506416,0.010399401724988178,0.05897015842437051
0.9373339734641065,0.0,0.06266602653589406
0.9258341403163534,4.515696465244129e-14,0.07416585968360224
0.9055321091118245,0.0,0.0944678908881756
0.951007094410414,1.387089534200147e-15,0.04899290558958467
0.9152746430155667,0.0,0.08472535698443649
0.9176920833608392,9.777634446486225e-17,0.08230791663916172
0.9270673685325859,7.074699846263601e-17,0.07293263146741426
0.9139445864928466,3.168314524606919e-16,0.08605541350715319
0.43604992521410807,0.5202651131584812,0.043684961628135115
0.9150778903668458,3.249679200824755e-17,0.08492210963315391
0.2993063386946763,0.6487301955717439,0.05196346573376637
0.9430206360724114,2.4628794263475577e-14,0.05697936392762563
0.9124936168605013,0.03569739019315874,0.05180899294634005
0.908825926183004,1.3877787807814457e-16,0.09117407381699599
0.9528850330498425,9.680029442509206e-17,0.047114966950157336
0.29331360670947443,0.6474543927365548,0.05923200055405131
0.9052794737247185,1.0609530169239976e-16,0.09472052627528157
0.9329284345581734,4.859149277936508e-16,0.0670715654418261
0.9261467979084365,0.010316005986452248,0.06353719610511113
0.8980438613060123,8.946747748564307e-14,0.10195613869395327
0.5614622427806184,0.3322692260599717,0.10626853115940971
0.8798408414917791,2.8526690153844255e-14,0.12015915850820248
0.45238347803231627,0.45063191333315605,0.0969846087114783
0.916163199126963,6.797587789073356e-16,0.08383680087303637
0.9484828001358502,3.9268116136671734e-16,0.05151719986414975
0.8604045498277069,0.055947460627476325,0.08364798954481685
0.8993362512943207,1.5433077006110006e-16,0.10066374870567923
0.5856768553028671,0.30497982867264334,0.1093433160244898
0.9148731066445399,5.611008178837262e-16,0.08512689335545946
0.8122712029598783,0.05401444888435202,0.13371434815577005
0.8975235382443388,7.598701440559182e-19,0.10247646175566136
0.9371600794074657,3.206929419211323e-16,0.06283992059253413
0.5711793667175266,0.3665726784653267,0.06224795481714664
0.8814694320332671,0.03139122708647935,0.08713934088025355
0.43699213410468507,0.4896724080241272,0.07333545787118763
0.8911792157089719,0.0,0.10882078429102848
0.945757369479846,2.7755575615628914e-17,0.05424263052015392
0.9254801379672126,2.546529533855879e-16,0.0745198620327896
0.9101666229085345,5.35175007846413e-20,0.08983337709146565
0.9119996793741334,2.772585221058361e-18,0.08800032062586667
0.9661330925064554,1.462149357644154e-15,0.033866907493543055
0.932821523761765,2.3915359601259327e-15,0.06717847623823278
0.6387515852974232,0.24898921479538666,0.11225919990719652
0.8932362897402701,2.6946164179964417e-18,0.10676371025973935
0.26648628551921705,0.6379749980687868,0.09553871641199599
0.9257469495833958,5.062077613304477e-16,0.07425305041660388
0.9338689726400705,0.0,0.06613102735992961
0.9056219426268219,7.439079604158656e-16,0.0943780573731775
0.9324689190828099,5.291678796546785e-16,0.06753108091718941
0.9097426211631184,1.3076740466557019e-17,0.09025737883688166
0.29357202174804997,0.6388540107609725,0.06757396749097754
0.7382632329741297,0.15412321142735194,0.10761355559851836
0.9534872043716828,0.00014051755998010094,0.046372278068342154
0.9098689621847494,0.0,0.09013103781525098
0.9719860809373464,4.031581376565936e-12,0.02801391906231877
0.9246655029236708,2.1110478927079662e-17,0.07533449707632961
0.9619718104524928,5.375528652083645e-16,0.0380281895475067
0.48198800666071295,0.4297323943757497,0.08827959896353757
0.9223395976089829,1.2433534975609684e-16,0.07766040239101706
0.9327760020779824,1.236097233388756e-13,0.0672239979218941
0.8995043118957667,1.5636572018912796e-15,0.10049568810423186
0.9118604780992778,9.568492421387034e-17,0.0881395219007224
0.9443156619184143,3.104598447806043e-16,0.05568433808158547
0.9542222426382394,1.3253084911784656e-16,0.045777757361760506
0.5550802471345226,0.38428961654654276,0.06063013631913936
0.919714800424389,0.013599941387481735,0.06668525818812913
0.9518345538569732,6.796109705057945e-16,0.04816544614302616
0.3674412841081218,0.5242084250588986,0.10835029083297955
0.9261733369738826,4.987108593180347e-16,0.073826663026117
0.9119963025839359,9.846229495476439e-17,0.08800369741606384
0.9480711667526448,1.4513538133513086e-14,0.05192883324734572
0.9368632335407632,4.409164444840344e-16,0.06313676645923634
0.922844877472022,2.206332046022846e-14,0.07715512252795852
0.9396355010096906,1.8230518259798823e-18,0.060364498990309545
0.9590977092999371,2.805633530946952e-15,0.04090229070006272
0.2676052986658674,0.6565841205149184,0.07581058081921588
0.9364278652089296,1.6776928571053947e-15,0.06357213479106864
0.8681658736465396,0.05399439768516014,0.07783972866830027
0.9105845167928482,4.872495389681161e-14,0.08941548320710485
0.920285192403243,3.398709503664718e-16,0.07971480759675695
0.6610025837912787,0.24702718896659007,0.09197022724213118
0.9457781486899447,1.5715898080058858e-15,0.05422185131005376
0.9113804530015648,0.0,0.0886195469984894
0.9606834788573199,2.6246940910100687e-15,0.039316521142677426
0.959923094761422,3.608564563842017e-15,0.04007690523857503
0.8977950467435185,0.0,0.10220495325648173
0.513495222186333,0.4071614449211818,0.07934333289248531
0.8783917985933534,7.780370835406387e-18,0.12160820140664658
0.9119994977438798,0.0,0.08800050225612038
0.9225225282272395,6.676658695764265e-19,0.07747747177276078
0.9078916564781481,9.401781463144952e-21,0.092108343521852
0.8705463002981826,1.5749617696898518e-18,0.12945369970181747
0.3336736742270055,0.5538368098720137,0.11248951590098132
0.6135270890876777,0.297124448708326,0.08934846220399628
0.9057958146059883,0.0,0.09420418539401165
0.9057492118368351,6.827871601444713e-15,0.0942507881631579
0.9130747439066923,2.0242373968800173e-16,0.08692525609330738
0.897023147518029,1.8762769116165146e-14,0.10297685248195235
0.9246665419896697,7.54808852299922e-16,0.07533345801032959
0.9173114993666593,1.7260069051943407e-17,0.08268850063334107
0.9435518792629547,2.2208904540483676e-16,0.0564481207370451
0.9057982834213965,0.0,0.09420171657860367
0.895566641313067,2.556517406397021e-17,0.10443335868693358
0.9414812535512236,2.0765905815462043e-20,0.05851874644877663
0.9224824065993161,3.517084421065301e-17,0.07751759340068384
0.33323147461764213,0.5589352851289052,0.10783324025345281
0.3602996461920439,0.5553441307492512,0.08435622305870497
0.9224826579384918,1.735028650840345e-16,0.07751734206150807
0.9641672913929478,0.00023414719271551074,0.035598561414337
0.5967177604676196,0.3130310197927206,0.09025121973966002
0.9417618576372332,5.669211486937478e-15,0.05823814236276351
0.8972072348955953,0.06662266903921756,0.03617009606518819
0.31619548026897853,0.5981645425164053,0.08563997721461607
0.5373853248293172,0.38358860859702093,0.0790260665739122
0.9518325525791208,1.0581865950520951e-16,0.04816744742087914
0.9377984857651727,0.0,0.06220151423482962
0.6993754651627444,0.07325972282287298,0.22736481201438494
0.9242799739132336,5.368788871223323e-17,0.07572002608676653
0.9448645749763344,5.77507943744844e-17,0.05513542502366559
0.5622321696010406,0.3457715896394493,0.09199624075951007
0.8753284865534686,4.658270616366661e-17,0.1246715134465314
0.9448452658527692,2.549621224635002e-14,0.05515473414720631
