Sample,N,YSG,YSG_err1s,YC1S WM,YC1S WM 1serr,YC1S WM MSWD,YC1S cluster size,YC2S WM,YC2S WM 1serr,YC2S WM MSWD,YC2S cluster size
CT-Ter-2,308,0.96,0.22,1.0210725552050472,0.1695271186922843,0.2018927444794956,2,1.2830565727532293,0.059296044632112285,0.34942372767171515,12
CT-Ter-10,307,0.31,0.19,0.501689918163582,0.08793437802732439,0.39170258086545445,13,0.43781974849782157,0.09570685899868843,0.26962701038890874,8
